care_site_id,care_site_name,ward,room,bed,building,slug,bednumber,bay,sideroom,mortimer_market,waiting_room,RNTNE,ENT_ED,macmillan_cc,CHALF,POOL,tottenham_court_road,RLHIM,UCH,RESUS,MAJ,EDH,MINORS,patient_lounge,slug_room
286386809,T01^T01 BY03^BY03-43R,T01,T01 BY03,BY03-43R,UCH Tower,AMU,43R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286386914,CCCS^MCCCDU LG05^LG05,CCCS,MCCCDU LG05,LG05,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387075,ED^UCHED PAEDS08^08-PAEDS,ED,UCHED PAEDS08,08-PAEDS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAEDS
286387095,T03^T03 BY02^BY02-20,T03,T03 BY02,BY02-20,UCH Tower,Critical Care,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387110,T11S^T11S BY04^BY04-24,T11S,T11S BY04,BY04-24,UCH Tower,T11 South  - Acute Paediatric Inpatients,24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387112,T11S^T11S BY05^BY05-34,T11S,T11S BY05,BY05-34,UCH Tower,T11 South  - Acute Paediatric Inpatients,34,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387161,T1DC^T-1 CB07^CB07-07,T1DC,T-1 CB07,CB07-07,UCH Tower,NA,07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387178,T1DC^T-1 WAITING^WAIT,T1DC,T-1 WAITING,WAIT,UCH Tower,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387309,LWNQ^A0WRW BY01^BY01-01,LWNQ,A0WRW BY01,BY01-01,NA,NA,01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387313,LWNQ^A0WRW SR01^SR01-01,LWNQ,A0WRW SR01,SR01-01,NA,NA,01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387316,LWNQ^A0WRW WAITING^WAIT,LWNQ,A0WRW WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387319,LWNQ^A0WRW SR03^SR03-03,LWNQ,A0WRW SR03,SR03-03,NA,NA,03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387413,WST4^W04W BY01^BY01-02,WST4,W04W BY01,BY01-02,Westmoreland Street,WMS 4th floor Thoracic,02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387425,T06C^T06C BY05^BY05-23,T06C,T06C BY05,BY05-23,NA,NA,23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387427,T10S^T10S BY07^BY07-33,T10S,T10S BY07,BY07-33,UCH Tower,T10,33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387441,MMDP^MMKT DERM SR01^SR01-01,MMDP,MMKT DERM SR01,SR01-01,NA,NA,01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387506,BSNQ^C3BS BY01^BY01-01,BSNQ,C3BS BY01,BY01-01,NA,NA,01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387522,BSNQ^C3BS BY02^BY02-09,BSNQ,C3BS BY02,BY02-09,NA,NA,09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387592,T13S^T13S BY05^BY05-35,T13S,T13S BY05,BY05-35,NA,NA,35,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387598,T01^T01 BY02^BY02-24G,T01,T01 BY02,BY02-24G,UCH Tower,AMU,24G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387600,T08N^T08N BY02^BY02-08,T08N,T08N BY02,BY02-08,UCH Tower,T8 North Respiratory Medicine,08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387836,LW^E02LW SR11^SR11-A01,LW,E02LW SR11,SR11-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387840,F3NU^E03MCU BY09^BY09-A30,F3NU,E03MCU BY09,BY09-A30,NA,NA,A30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387897,T06C^T06C BY05^BY05-24,T06C,T06C BY05,BY05-24,NA,NA,24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286387901,T06C^T06C BY07^BY07-33,T06C,T06C BY07,BY07-33,NA,NA,33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286388163,T09N^T09N BY03^BY03-14,T09N,T09N BY03,BY03-14,UCH Tower,T9 North -  Surgical and Gastro,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286388168,T13S^T13S WAITING^WAIT,T13S,T13S WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286388181,EDHSURG^EHD SURG WAITING^WAIT,EDHSURG,EHD SURG WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286393771,T06C^T06C WAITING^WAIT,T06C,T06C WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286388195,1021200015^RNTNE GND DC WAITING^WAIT,1021200015,RNTNE GND DC WAITING,WAIT,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286389650,F3NU^E03MCU BY03^BY03-A08,F3NU,E03MCU BY03,BY03-A08,NA,NA,A08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286389762,EAU^UCH T00 EAU BY01^BY01-04,EAU,UCH T00 EAU BY01,BY01-04,NA,NA,04,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286389777,CCCS^MCCCDU SR2.11^SR2.11,CCCS,MCCCDU SR2.11,SR2.11,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286389811,WSCC^WMSCCU CB08^CB08-08,WSCC,WMSCCU CB08,CB08-08,Westmoreland Street,WMS Critical Care,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286389813,WSU3^W03W BY01^BY01-303,WSU3,W03W BY01,BY01-303,Westmoreland Street,WMS 3rd floor Urology,303,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286389815,WSU3^W03W BY02^BY02-306,WSU3,W03W BY02,BY02-306,Westmoreland Street,WMS 3rd floor Urology,306,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286389822,ED^UCHED UTC11^11-UTC,ED,UCHED UTC11,11-UTC,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UTC
286390232,ED^UCHED PAEDS02^02-PAEDS,ED,UCHED PAEDS02,02-PAEDS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAEDS
286390495,WST4^W04W BY04^BY04-07,WST4,W04W BY04,BY04-07,Westmoreland Street,WMS 4th floor Thoracic,07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286390532,CCCS^MCCCDU BD23^BD23,CCCS,MCCCDU BD23,BD23,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286390640,HASU^T07 WAITING^WAIT,HASU,T07 WAITING,WAIT,UCH Tower,Hyperacute Stroke Unit,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286390642,T03^T03 BY05^BY05-36,T03,T03 BY05,BY05-36,UCH Tower,Critical Care,36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286390644,HASU^T07 BY05^BY05-23,HASU,T07 BY05,BY05-23,UCH Tower,Hyperacute Stroke Unit,23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286390677,ACU^E03ACU BY12^BY12-A49,ACU,E03ACU BY12,BY12-A49,NA,Assisted Conception Unit,A49,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286390680,F3NU^E03MCU BY05^BY05-A18,F3NU,E03MCU BY05,BY05-A18,NA,NA,A18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286390759,ED^UCHED MAJ306^MAJ3-06,ED,UCHED MAJ306,MAJ3-06,UCH Tower,Emergency Department,06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286390810,CCCS^MCCCDU CH12^CH12,CCCS,MCCCDU CH12,CH12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286390959,F3NU^E03MCU SR43^SR43-A01,F3NU,E03MCU SR43,SR43-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286390976,F3NU^E03MCU SR46^SR46-A01,F3NU,E03MCU SR46,SR46-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286391296,ED^UCHED MAJORS01^01-MAJORS,ED,UCHED MAJORS01,01-MAJORS,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286391298,ED^UCHED RAT08^RAT-CHAIR-08,ED,UCHED RAT08,RAT-CHAIR-08,UCH Tower,Emergency Department,08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER
286391318,ED^UCHED RAT04^RAT-04,ED,UCHED RAT04,RAT-04,UCH Tower,Emergency Department,04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTHER
286391328,ED^UCHED MAJ311^MAJ3-11,ED,UCHED MAJ311,MAJ3-11,UCH Tower,Emergency Department,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286391471,BBNU^E03BC PR04^PR04-A01,BBNU,E03BC PR04,PR04-A01,NA,NA,A01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286391473,BBNU^E03BC SR07^SR07-A01,BBNU,E03BC SR07,SR07-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286391475,F3NU^E03MCU BY05^BY05-A17,F3NU,E03MCU BY05,BY05-A17,NA,NA,A17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286391549,T06G^T06G BY59^BY59-59,T06G,T06G BY59,BY59-59,UCH Tower,T6 Gynaecology,59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286391781,EAU^UCH T00 EAU BY02^BY02-CH16,EAU,UCH T00 EAU BY02,BY02-CH16,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392185,LW^E02LW SR02^SR02-A01,LW,E02LW SR02,SR02-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392189,F3NU^E03MCU BY04^BY04-A14,F3NU,E03MCU BY04,BY04-A14,NA,NA,A14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392272,LW^E02LW PR05^PR05-A01,LW,E02LW PR05,PR05-A01,NA,NA,A01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392314,BBNU^E03BC SR06^SR06-A01,BBNU,E03BC SR06,SR06-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392381,F3NU^E03MCU BY02^BY02-A02,F3NU,E03MCU BY02,BY02-A02,NA,NA,A02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392383,F3NU^E03MCU BY02^BY02-A03,F3NU,E03MCU BY02,BY02-A03,NA,NA,A03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392385,F3NU^E03MCU BY05^BY05-A16,F3NU,E03MCU BY05,BY05-A16,NA,NA,A16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392390,F3NU^E03MCU SR41^SR41-A02,F3NU,E03MCU SR41,SR41-A02,NA,NA,A02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392533,ACU^E03ACU BY13^BY13-A54,ACU,E03ACU BY13,BY13-A54,NA,Assisted Conception Unit,A54,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392545,T07S^T07S SR45^SR45-45,T07S,T07S SR45,SR45-45,UCH Tower,T7 South,45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392562,MMDP^MMKT DERM WAITING^WAIT,MMDP,MMKT DERM WAITING,WAIT,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392578,T01^T01 BY01^BY01-10Y,T01,T01 BY01,BY01-10Y,UCH Tower,AMU,10Y,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392675,F3NU^E03MCU BY06^BY06-A19,F3NU,E03MCU BY06,BY06-A19,NA,NA,A19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392770,WSU3^W03W BY04^BY04-315,WSU3,W03W BY04,BY04-315,Westmoreland Street,WMS 3rd floor Urology,315,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286392810,ACU^E03ACU BY13^BY13-A53,ACU,E03ACU BY13,BY13-A53,NA,Assisted Conception Unit,A53,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286393159,ACU^E03ACU BY14^BY14-A56,ACU,E03ACU BY14,BY14-A56,NA,Assisted Conception Unit,A56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286393162,F3NU^E03MCU SR41^SR41-A01,F3NU,E03MCU SR41,SR41-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286393164,F3NU^E03MCU BY08^BY08-A28,F3NU,E03MCU BY08,BY08-A28,NA,NA,A28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286393283,LW^E02LW SR07^SR07-A01,LW,E02LW SR07,SR07-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286393285,ACU^E03ACU BY14^BY14-A55,ACU,E03ACU BY14,BY14-A55,NA,Assisted Conception Unit,A55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286393692,VYNQ^C2VH BY03^BY03-02,VYNQ,C2VH BY03,BY03-02,NA,NA,02,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286393766,ED^UCHED MAJ314^MAJ3-14,ED,UCHED MAJ314,MAJ3-14,UCH Tower,Emergency Department,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286393769,T06C^T06C BY09^BY09-45,T06C,T06C BY09,BY09-45,NA,NA,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286393923,T06H^T06H BY04^BY04-20,T06H,T06H BY04,BY04-20,UCH Tower,T6 North  Head and Neck,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286394728,F3NU^E03MCU BY10^BY10-A36,F3NU,E03MCU BY10,BY10-A36,NA,NA,A36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286394781,ED^UCHED MAJ305^MAJ3-05,ED,UCHED MAJ305,MAJ3-05,UCH Tower,Emergency Department,05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286394783,ED^UCHED MAJ302^MAJ3-02,ED,UCHED MAJ302,MAJ3-02,UCH Tower,Emergency Department,02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,MAJORS
286394802,F3NU^E03MCU BY07^BY07-A23,F3NU,E03MCU BY07,BY07-A23,NA,NA,A23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286394872,LW^E02LW SR04^SR04-A01,LW,E02LW SR04,SR04-A01,NA,NA,A01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286394874,F3NU^E03MCU BY06^BY06-A20,F3NU,E03MCU BY06,BY06-A20,NA,NA,A20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286394971,ACU^E03ACU BY12^BY12-A50,ACU,E03ACU BY12,BY12-A50,NA,Assisted Conception Unit,A50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286395094,T06C^T06C BY07^BY07-36,T06C,T06C BY07,BY07-36,NA,NA,36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286395104,T14N^T14N SR01^SR01-01,T14N,T14N SR01,SR01-01,UCH Tower,T14 North - Oncology,01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286395202,ED^UCHED UTCCH04^16-UTC CHAIR,ED,UCHED UTCCH04,16-UTC CHAIR,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UTC
286395204,ED^UCHED UTCCH03^15-UTC CHAIR,ED,UCHED UTCCH03,15-UTC CHAIR,UCH Tower,Emergency Department,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,UTC
286395299,T06H^T06H BY01^BY01-03,T06H,T06H BY01,BY01-03,UCH Tower,T6 North  Head and Neck,03,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286395301,T06G^T06G SR49^SR49-49,T06G,T06G SR49,SR49-49,UCH Tower,T6 Gynaecology,49,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
286395404,T09N^T09N BY06^BY06-30,T09N,T09N BY06,BY06-30,UCH Tower,T9 North -  Surgical and Gastro,30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
